,InputStoryid,InputSentence1,InputSentence2,InputSentence3,InputSentence4,RandomFifthSentenceQuiz1,RandomFifthSentenceQuiz2,AnswerRightEnding
445,b287eeca-7682-4a3f-8b60-d7529988dc1c,ami 's famili go six flag .,she sat patient car wait arriv .,when arriv sat knee survey park .,she wait line hour ride largest roller coaster .,ami realli excit park .,ami thought park bore .,1
446,d6b0f89b-99e6-4b05-8acd-97a15824ae63,steve hurri get footbal game .,"On highway , steve drove car fast .",the highway patrol stop steve 's car .,the offic wrote steve ticket speed .,steve pleas .,steve upset .,2
447,d6c7b24f-348e-4b3e-9541-841abcb43d21,My daughter went first birthday parti friend .,she excit lead parti .,she talk noth els week .,she went parti blast .,she decid never go parti .,"when came home fell asleep immedi , exhaust .",2
448,367d94ef-0033-45f5-b7bc-0e461e049220,bob need money buy food .,He sad could n't eat money .,He decid write book hard life .,peopl immedi prais book bought thousand copi !,the profit book sale gave bob enough money eat .,the public reaction book mean bob still goe hungri .,1
449,6d40efe0-4f3a-4475-8cc3-55915a7c2d17,I complet first marathon today .,It six mile I work real hard .,I train three month .,It 's alway list life,I 've never happier .,I 'm realli disappoint .,1
450,682caf9c-0809-49e6-8257-3912e1a3d193,bobbi fold fruit roll-up shape airplan .,He wound arm threw roll-up airplan hard could .,"It far heavi , though , fell like brick .",bobbi decid plane made paper .,bobbi five year old .,bobbi thirty-f year old .,1
451,a2af46c3-ab6c-4b15-b3e4-205b55d5dd76,sam stargaz one night .,suddenli sat bolt upright .,"He saw twinkl , move star !",He ran show dad .,hi dad laugh star realli jet light .,sam 's dad glad son interest geolog .,1
452,2d49847a-81d6-4d67-b36b-1bd695768cb5,john meg date five year 's .,"john love meg , want marri .","He decid ask marri tonight , movi date .","when walk movi , suddenli drop knee .",He start scream obscen meg .,He ask marri .,2
453,dc60a861-f7c4-491a-9f98-ffaaf73d4b32,A beauti bunch banana dangl reach .,"bobbi tri throw shoe , got stuck .","He tri climb tree , fell .","next , whack furious hoe , short reach .",bobbi upset got banana .,bobbi went shed get ladder get banana .,2
454,e7cda60f-1f70-44c6-b021-f485beb6c2bc,beth recov ill .,she final abl eat food 4 day .,although better n't well .,she decid take friday school take time heal .,beth need rest .,beth play footbal friday .,1
455,83279ad4-371a-4d70-a479-82fb5422cfbf,rhonda bought new pink sock wear .,she love .,"when took , though , got mix laundri .",On laundri day wash cloth without sort .,rhonda decid eat lunch return email .,"sadli , ruin rhonda buy new pair .",2
456,c77e19e5-ec84-4ac4-9a77-904b12a882e0,the sea frighten storm .,marcu hate way boat rose crash .,It made sick stomach .,He cower cabin shut eye n't help .,marcu thrill start danc .,marcu vomit sea sick .,2
457,cb054419-731b-4350-96aa-aadfc00e35ae,"yesterday , anna decid take nap .",she got comfort chair close eye .,"just fell asleep , daughter 's puppi jump lap !",she surpris .,"she cuddl ador puppi , happi see .",the kitten cute .,1
458,a9ca9655-b64d-48c8-96dc-b14a9bc94890,chuck love bar hous .,He goe time friend .,He way one day notic close .,It put busi .,chuck upset .,chuck happi place final close .,1
459,0194c791-ed9d-480e-8369-5b5975bf2bbb,steve sit cafe .,"while cafe , usual read book .","howev , today forgot book .",He choic lot think .,steve complet crossword puzzl record time .,"while think , steve came idea novel .",2
460,3e6404e3-86cc-436f-9cec-40f6f922cafe,john drive store realiz forgot wallet .,hi driver 's licens wallet .,polic light start flash behind .,after pull told offic forgot wallet home .,john proceed assault offic .,the offic understand .,2
461,873a9a34-e68a-4971-a397-0ce28140bcba,tom enjoy puzzl grow .,He outsid escap room adventur .,He calm breath readi mental .,"thirti minut later , exit escap room record time .",He felt pride accomplish .,tom upset poorli .,1
462,4815c7d1-73db-40cb-b70f-c216c8e8b7a3,gina bore clean room .,but done .,she decid turn radio .,there song never heard .,she enjoy song .,gina got dress left work .,1
463,27e6ed53-de20-4969-ac97-d1c767e66e8b,A small snowstorm came town .,the school roof buckl weight .,A janitor climb top inspect .,the roof shook new weight .,the roof complet fine .,the janitor frighten .,2
464,d0b21d6b-1e82-47b2-94c6-3b37b559b58c,My birthday yesterday .,To surpris friend plan parti .,I could believ .,the parti fun .,I hate birthday .,It best birthday parti ever .,2
465,0505ab3d-b0a6-403b-83bd-1ff36755c0e5,My mother threw old dictionari .,I retriev trash .,"sit , I found smell .",It remind scent old librari .,It gross .,It smell good I ate .,1
466,c363f775-7fbc-4935-bf85-2608d84a0fba,our parent took us paragon park 1963 .,We took ferri row wharf boston .,"We rode carousel , whip , caterpillar .",We play skeebal .,We mani fond memori childhood trip .,I memori go paragon park .,1
467,06d18564-6dcd-4154-aa35-a9f326c2db72,My favorit movi wizard Oz .,I use think real I young .,"whenev I watch , I felt immers movi .",the charact took away land Oz .,"one day , I decid buy movi .",I like wizard Oz .,1
468,2f47e25b-1df6-40e7-86e7-85cf008c7bd4,mari ann went walk trail park .,she pass peopl children anim .,she pass peopl jog ride bike .,she saw lot plant .,mari ann got rash one poison ivi .,mari ann finish make salad enjoy eat .,1
469,26e62478-4a62-4f71-8449-26edcf3905c0,"one day , dog move famili two cat .","one cat n't mind new dog , cat scare .",He meow loudli scratch dog 's nose .,He leap one side room escap dog .,He cuddl dog .,the dog found maul .,2
470,a7ac822a-737c-4734-a6a0-05763dedc94b,My favorit anim arabian oryx .,I ca n't usual see 's african antelop .,I go zoo .,My famili bought nice present birthday year .,they gave big illustr book african anim .,they gave book histori comput .,1
471,ba6be46b-029c-49d7-a56b-f8ec2f6f774a,"everyday , I nag daughter homework .",I final decid respons .,"sure enough , n't one even .","I sent bed anyway , know would get troubl school .",she end make bad grade assign .,she play basketbal friend afternoon .,1
472,970cf7ed-b730-41a8-9675-85790da3004e,A young boy want pitch basebal team .,He practic lot brother .,At practic coach let tri pitcher .,the boy well .,the young boy went home disappoint .,the coach offer boy start pitcher posit .,1
473,3c9de9fe-20e8-4b46-b795-f474a6cc1ccb,sue woke middl night aw smell .,she could figur .,she look around room .,then notic saw .,sarah began watch tv .,sarah found spoil milk desk .,2
474,43d9d4f7-8542-4e45-ab22-5880462eb2a5,mark notic teeth begin hurt one day .,He decid visit dentist see matter .,the dentist tell mark need wisdom teeth remov .,mark agre surgeri done .,mark hope procedur would stop dental pain .,mark 's cowork told n't go vote elect .,1
475,e83f7e0e-0ff6-4546-b154-1c317dfa8526,lulu move new home .,she dishwash first time .,she decid run load dish night .,"In compart , pour dish soap .",lulu turn dishwash .,lulu turn dishwash .,2
476,73f5afd2-f1e4-420c-b536-ac86aed95ca5,farmer bill call cow field .,the came run food .,bill pour grain cow big bin .,the cow happili ate dinner .,bill proud work .,bill search cow .,1
477,e30c01b0-c968-44bd-8f78-4d1a1ae83ff4,terri left hospit frustrat dishearten .,He troubl open car door broken thumb .,"At home , ask sister loan money surgeri .",she agre condit get job insur .,"He agre ,",terri 's sister decid get surgeri thumb .,1
478,ccc59d4b-1e20-4c63-bbdb-a45cff6bc456,mari work car dealership two year 's without sell .,her boss tell need sell car soon .,one day coupl come dealership ask see car .,"mari sell big , expens car .",mari 's boss happi sale .,mari sad sold car .,1
479,661e7f71-ccc5-4101-a026-32b0ab3c648e,brie cat move boyfriend cat .,the two cat hate .,they spent hiss .,"one night , six month later , cat decid cuddl .",brie glad becom friend .,brie hate chees .,1
480,efe9f092-1035-4d33-9527-8959d4f71fd4,tim need new kitchen floor .,hi old crack .,So went shop new tile .,He found great tile brought home .,He instal beauti new kitchen floor home .,tim return tile store next day .,1
481,ff9b9128-31a9-4a2d-8fe2-b53affce964d,dave decid one day want go see nickelback show .,He order ticket .,He invit friend .,"they went show , good time",dave check internet concert like .,dave took control helicopt land field .,1
482,3f7f71e4-82a7-4ad4-8bb1-4a02e11cb1b9,there cemeteri 199 grave stone .,12 men brought casket .,12 men put casket ground .,men women wept togeth .,they rejoic sight .,they mourn loss .,2
483,af7b1f70-856a-4394-92f1-ecc901678956,joe felt confid go box match .,He domin first four round .,He got hit left hook cut eye fifth .,the last seven round back forth affair .,joe eventu fight .,joe finish fight cut injuri .,1
484,0a17cbf9-397b-4382-9ce0-0fd835626775,the nastiest thing happen jimmi .,He pick bag potato chip bedroom floor .,"On way door , ate chip .","outsid , friend said , ant crawl bag ?",jimmi felt sick stomach .,jimmi ate anoth chip bag .,1
485,d88e0944-c71a-4c76-b100-44e42247fb1d,My son particip cub scout toy car derbi .,father son team design small matchbox car .,some team design fanci car .,"We design simpl car , actual derbi .",My son I well .,My son happi .,2
486,c5c0be96-86bb-43f7-8c71-f1c475cedf65,brian tri hockey team year .,unfortun make team .,the coach said need faster skate .,brian spent winter work speed skate .,He eventu made team .,He decid tri team .,1
487,9971ac70-a358-48f7-bf8e-6c55033d5dfe,kelli ski suddenli heard larg commot behind .,she look back saw wall snow come toward .,she panick start ski faster slope .,As avalanch caught quickli jump tree .,kelli grab tree hung tight .,kelli abl ski uphil avalanch .,1
488,d32397e1-f5c8-4e0a-923b-b941a169a888,harri realli want see new star war movi .,He wait line box offic open day .,He abl buy ticket .,He watch entir movi .,harri glad saw movi friend .,harri realli like movi .,2
489,942054b7-4c71-441e-ab8a-83e413c79604,mark start new job next day .,He nervou around mani stranger .,He bare slept night due anxieti .,when enter build greet warmli mani peopl .,"He fire day , walk build .",He realiz would fit perfectli new job .,2
490,4bc45635-2e6f-4bd1-bbfc-c66db6521b7b,ellen babi daughter slept crib room .,"one morn ellen hear babi fuss , went check .",her daughter move breath !,ellen call polic terribl panic .,ellen horribl afraid .,ellen felt realli calm .,1
491,0c555fc3-d387-49b2-80a5-6c02ca258565,pearl collect cd ugli cover art .,she prize jazz CD two dolphin photoshop togeth .,her sister stole CD angri .,pearl 's heart sank implor sister return .,pearl 's sister hope pleas .,pearl 's sister seek reveng .,2
492,063223d1-69ca-4296-baa6-295672e57351,anna went beach .,"the tide drew , saw tide pool .","she went inspect , amaz life .","there fish , sea urchin , starfish - incred !",anna watch sea life thought wonder natur .,anna felt disappoint trip shore .,1
493,1375cd8a-0967-465e-b190-b445d9f76bf5,brianna complain bitterli famili went camp .,It would ruin hair nail tv .,"howev , forgot thing tast first s'more .","munch treat , gaze huge , starri sky awe .",brianna hate s'more .,brianna love s'more .,2
494,beb8a610-250a-4f87-98ec-0bd59bbd472e,shay hike wood .,then realiz lost !,she tri panic .,she retrac step found way back camp .,shay final found week later wood .,shay felt overwhelm relief .,2
495,fc29e5b6-8c96-4775-ade3-b71506c02c75,troy best player basketbal team .,hi team play championship game tonight .,troy score 56 point win game team .,He carri huge trophi game .,He decid perhap basketbal .,the next morn found 'd made front page paper .,2
496,7be7a3f9-49c3-4a62-8f7d-13c95a530452,simon got food poison .,He thought back restaur 's recent visit .,He call friend ate occas .,one friend inform also sick food poison .,they figur restaur .,they went back eat restaur .,1
497,6bf5185c-501a-449b-bc7b-c096f66c18d7,arnold scare bird .,one day picnic .,A bird fli distanc .,It land food .,arnold calm happi see bird .,arnold scream terror !,2
498,69314f3e-4366-404e-9e5b-65fbfb36a2a5,one day adam bought two BB gun .,"He gave one son , christian .",christian want play gun hous .,christian shot gun broke screen televis .,adam took gun away christian .,adam proud christian .,1
499,3d4aa8d1-9c33-47db-91d8-91982635e8d3,kip disappoint n't snow .,He whine parent n't christma without .,they told go bed .,kip stomp way room eventu fell asleep .,To cheer kip 's parent took florida .,kip dream snowflak .,2
500,7ab5d7b2-f587-433f-b9b0-79a841cf0753,ben alway want learn play piano .,"now children grown , spare time .",ben enrol piano class local tutor .,"although difficult , dedic learn .",He give 's hard .,He get better everi lesson .,2
501,5a4e4ff0-d972-4991-8f91-bcf4dae1288e,benson bulli school anoth boy .,benson began lose sleep .,He final told teacher school .,the teacher approach bulli problem .,they prais .,the bulli expel .,2
502,2d1c5e85-93b9-41a6-8c0f-f8e6035fe78e,My father I make space plant backyard .,We dug sever minut tri make room .,I found box buri ground .,"when I look insid , dead anim .",I put box back found anoth place dig .,I happi .,1
503,069fe406-47af-4c57-ae9c-2ffea2a0f7ee,"karen gone away school , leav behind partner sam .","sam miss karen , plan fix .","On long weekend , sam took train upstat go visit karen .","karen miss sam , plan fix well .","she travel home see sam , miss !","she broke sam , leav heartbroken .",1
504,efd324dd-68fd-4a7a-a860-8939f7f1e4c0,joey camp friend .,He want start fire roast marshmallow .,He found stick log wood .,He use match light log .,joey hate camp .,then roast marshmallow .,2
505,0f277b11-2ac7-4769-b857-6055461ec558,diana clean offic build live .,she wash toilet scrub floor .,On friday realli sick nauseou work .,she could n't take day .,she ate huge lunch .,she threw toilet .,2
